identifier,title,description,language,creator,created,display_date,date,start_date,end_date,subject,type,medium,extent,spatial,collection,repository,rights,visibility
sfdst006127,Lake Manator Group Photo,"Group photograph taken by a wooden railing, with the photograph labeled with ""Lake Manator"" on the bottom, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006128,Man Smiling While Smoking Outside,"Man standing outside smoking, smiling for a photograph, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006129,Woman Wearing a Feathered Hat and Furs,"Woman wearing a hat and furs while standing in front of a store sign, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006130,Woman Standing in the Snow,"Woman standing in the snow in front of a metal gate while wearing a hat and fur coat, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006131,Fire Fighter Parade,"Parade photographs, showing off different parts of fire brigades from different counties, bands, a clown, as well as other undesignated parts of the parade, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,40 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006132,Woman Wearing a Feathered Hat,"Woman wearing a feathered hat, sitting on a chiseled stone near some steps in the first photograph, and standing on a bridge in the second photograph, both pictures are undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006133,Man Holding a Woman in His Arms,"Man holding a woman in his arms while standing by the water, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006134,Two Women in a Boat,"Two women in a boat on the water, one with a paddle and the other with a trumpet or other brass instrument, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006135,Two Women Embracing,"Two women embracing, one of the women has both her arms around the other woman, and the other has one hand by her mouth and the other around the other woman, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006136,Road Paving in a Town,"Road paving by hand, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,8 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006137,"L.A. Ballard in Front of Sand Pit from Railroad Tracks, March 6th, 1937","Multiple black and white photographs, the first shows a man walking in a sand pit taken from railroad tracks, with a description on the back reading ""L.A. Ballard in front of sand pit from rail road tracks"", the second shows a view of water from the shoreline, with a description on the back reading ""Sand Pit looking towards Melrose and the old railroad tracks. The town where Beulah lived in."", and one photograph has no description but does have a blue arrow pointing to a part of the photograph, one photograph has no markings but another view of the town from the previous photograph, one photograph has another view of the water from the shoreline and a description on the back, which reads, ""The sand pit looking towards the Ohio River and the state of Ohio"", all dated for March 6, 1937 except for the last photograph, which is dated for March 8, 1937",en,,1937/03/06||1937/03/08,1937-03-06/1937-03-08,1937-03-06||1937-03-08,1937-03-06,1937-03-08,Fire departments|| Virginia,Still Image,photographs,10 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006138,Men at a Service Station,"Service station photographs, the first one with a man posing with a pump in front of the station, three photographs of uplifted cars being worked on by mechanics, a photograph with three men in front of the station, and a pair of men in front of a pump and a car at the service station, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,12 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006139,People Holding Tubas,"Woman with a tuba by herself, with a group, and a man with a tuba along with another man and two women, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006140,Woman Shaking Hands with a Fire Fighter,"Woman shaking hands with a fire fighter next to a building, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006141,Group on a Bus,"Group on a bus, with a man standing in front of the bus, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006142,Woman in a Graduation Gown,"Woman in graduation cap and gown in front of a house, with a child sitting on the steps into the house in the background, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006143,Man with Horses,"Horses, one of a lighter shade and older with a harness on its head and a man holding those harnesses, and a younger, darker horse standing next to the older one, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006144,"Group of People with a Salem Fire Department Water Pump, October 5th, 1937","Men and women with fire department pump in a cart, October 5, 1937",en,,1937/10/05,1937-10-05,1937-10-05,1937-10-05,,Fire departments|| Virginia,Still Image,photographs,4 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006145,Parade Viewed from a Building,"Parade photographs, showing vehicles, bands, and other members of the procession as well as a photograph of an open lawn where members of the parade have gathered, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,30 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006146,"Parade of Covington Fire Department, the Ladies Auxiliary Hose Co. No. 4 from Harrisonburg, and Clifton Forge Fire Department","Parade photographs of Covington Fire Department, the Ladies Auxiliary Hose Co. No. 4 from Harrisonburg, and Clifton Forge Fire Department, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006147,Group of Women in White Dresses,"Group of women, all wearing white dresses, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,4 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006148,Event Tent,Undated photograph of a set of tents for an event,en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006149,Men Standing on a Street Corner,"Men standing on a street corner, the two in the foreground smiling and the man in the background smoking, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006150,Vehicles on a Dirt Road,"Film negative strips of the State Explosive Disposal Unit properly disposing of explosive material, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,8 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006151,Group Photograph of Fire Fighters,"Fire fighters group photo in front of the fire department building, starting with the back row from left to right then the front from left to right we have the following fire fighters: Mike Glass, Marshall Dooley, Bill Price, Captain Ron Milton, Charlie Hartman, Todd Rosenberry, Kenny Gibson, Charlie Kirk, Lawrene Keffer, Penny Taylor, and Steve Dixon, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006152,Fire Fighters on a Fire Truck,"Men on a fire truck on an elevated bridge overlooking some buildings, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006153,Audience with Fire Fighters,"Audience with fire fighters, undated, the fire fighter second from the right is either Hunter Wikle or Brian Simmons, both names were given, and the man with the hat on third from the right is Gary Franklin.",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006154,"Fire Fighters at a Fire, 1993","Fire fighters at the scene of a fire using their fire truck ladder at full extension in the air and using hoses from atop it to help put out the fire on the higher floors of the building, the photograph taken during the day is dated for 1993, the rest of the photographs are undated",en,,1993/06/05,1993-06-05,1993-06-05,1993-06-05,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006155,Fire Truck Crash,"Fire truck crash, in which the fire truck is overturned in the middle of the road near a traffic light, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,4 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006156,Photocopies of a Group Photograph of Fire Fighters,"Photocopies, Fire fighters group shot, giving names for the various fire fighters in the photocopies, which from left to right, back to front, read as Wagner, Spradlin, McNeil, Honaken, Green, Bicky, and an unnamed fire fighter, photos written with guesses to dates for 1955 or 1956",en,,195X,195X,195X,1950,1959,Fire departments|| Virginia,Still Image,photographs,7 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006157,Collage of Lindwood Holton Running for Governor,"Collage of photographs of Lindwood Holton running for governor, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006158,Black and White Photograph of a Car Accident,"Black and white photograph of a car accident, with damage to the front and back left side of the car, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006159,Woman with a Child,"An older woman and a squinting child taking a photograph outside of a house on the lawn, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006160,Two Men and a Woman in a Living Room,"Two men and a woman sitting cross legged on a couch in a living room in the first photograph, and a man and a woman sitting cross legged in armchairs with a man in between them sitting on a stool in the second photograph, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,4 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006161,"Group of People Outside Log Cabin, 1900","Group outside a log cabin, the first photograph showing a child standing in front of a man embracing a woman holding a banjo, with a man using a washboard for clothes on their left, and a woman standing in the doorway with a girl in a chair with a cat in her lap, with a decription on the back that reads ""Winter 1900"", and the second photograph showing the same people, with the girl standing in front of the two women with a man using the washboard for clothes and the girl in the chair holding the banjo with a man holding the cat, with a description on the back which reads """"",en,,1900,1900,1900,1900,,Fire departments|| Virginia,Still Image,photographs,4 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006162,"Where Beulah Lived in Melrose, March 6, 1937","Photograph of a town viewed from a set of railroad tracks with a blue arrow on the right side of the photograph pointing towards a building, with the back of the photograph having a description which reads ""Where Beulah Lived in Melrose"", March 6, 1937",en,,1937/03/06,1937-03-06,1937-03-06,1937-03-06,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006163,Woman and Two Boys,"Woman and two boys outside, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006164,Road Paving With Mixer,"Road paving with a mixer, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006165,"Group of Men Operating a Hose, 1948","Group of men spraying water with a hose at a building, 1948",en,,1948,1948,1948,1948,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006166,Two Men in Front of Fire Truck,"Two men standing in front of a fire truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006167,Man with Fire Department Water Pump,"Man with fire department pump in a hose cart behind a building, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006168,Two Men With a Fire Truck,"Two men with a fire truck in front of a wooden building, one man standing next to it and one sitting in the driver's seat, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006169,Film Negatives of a Group of People With Fire Truck,"Negatives of two women and a man with a fire truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006170,Black and White Negatives of Various Photographs,"Black and white negatives of a row of homes, a man, two men with a fire truck, an ambulance, and two people with a truck, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,10 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006171,Woman's Portrait in a Case,"Woman's portrait in a foldable case, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006172,Various Black and White Negative Photographs,"Black and white negatives photos, possibly taken by Mrs. Ballard, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,179 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006173,Black and White Negatives of Various Photographs,"Black and white negatives containing negatives of men working on a car at a service station, fire trucks, a man leaning on a car, and a group of people with an ambulance, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,10 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006174,Portrait of a Fire Fighter with Glasses,"Rounded portrait photograph of a fire fighter's portrait, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006175,Man Wearing a Tie,"Man wearing a tie standing for a picture outside, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006176,Man Wearing a Uniform,"Man wearing uniform standing on front porch in front of a door, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006177,"Black and White Photograph Mounted on a Wooden Postcard, July 1956","Black and white photograph mounted on wooden postcard of a pair of men, one in a vehicle and the other walking or running beside him, and the writing on the postcard reads ""Hello, Having nice time just back from fishing(?) - no luck see you next week, Maurice"", dated for July 1956",en,,1956/07,1956-07,1956-07,1956-07,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006178,Woman in a Wedding Dress,"Woman in formal wedding dress, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006179,Man Wearing Glasses,"Faded photograph of a man wearing glasses, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006180,Portrait of a Fire Fighter,"Fire fighters portrait photograph, along with its envelope, which reads ""Firemen?s Pictures"" on the front, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006181,Black and White Negative Photographs of a Man In Uniform,"Black and white negatives of a man in a uniform standing in front of a vehicle and next to a gasoline pump, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006182,Various Black and White Negative Photographs,"Black and white negatives of various men in the military, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006183,Portrait of a Man Wearing a Military Uniform,"Portrait of man wearing military uniform, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006184,Black and White Negatives with Salem Fire Department Water Pump,"Black and white negatives of different people with the Salem Fire Department water pump cart, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006185,Various Black and White Negative Photographs,"Black and white negatives of buildings, vehicles, and people, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,21 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006186,"Various Color Photographs and Negatives, Dated From October 1982","Photographs and negatives of different people, fire damage, demonstrations, and other photographs, held in a paper envelope that reads ""Earls' Steerburger"" written in pen on the front, dated from October 1982, undated",en,,1982/10,1982-10,1982-10,1982-10,,Fire departments|| Virginia,Still Image,photographs,39 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006187,"Building Being Moved, September 29, 1978","Photographs showing the moving a building via a large trailer and truck to pull it, hand dated for September 29, 1978",en,,1978/09/29,1978-09-29,1978-09-29,1978-09-29,,Fire departments|| Virginia,Still Image,photographs,8 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006188,Barn Near Salem Destroyed by Fire,"News clipping about a barn that was destroyed in a fire, which reads ""A barn in Roanoke County was destroyed by fire yesterday afternoon. The barn, just off Virginia 693 southeast of Salem, was the property of James W. Moore of Rt. 2, Salem. The fire was discovered about 4:30 p.m."", undated",en,,,,,,,Fire departments|| Virginia,Text,newspapers,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006189,Black and White Negatives of a Man in Uniform,"Black and white negatives of a man in a uniform, one pair of negatives where he is standing in front of a house, another pair of negatives where the man is using a Bel-Air car phone, and the envelope they were contained in, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006190,"Printed Copies of Various Salem Buildings, 1933","Printed copies of photographs, photos are from 1933 and printed on paper in 2012.",en,,1933,1933,1933,1933,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006191,Salem Fire Department Black and White Negatives,"Black and white Salem Fire Department negatives, envelope labeled ""Hospital Pictures"", undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,23 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006192,Black and White Negatives of People at Beach and in Formal Wear,"Black and white negatives of people at the beach and in more formal wear, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,21 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006193,"Parade, Undated","Parade photographs, showing bands marching in the streets and a vehicle in the procession, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,6 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006194,Aerial Photo of Mohawk Rubber Co. and Photo of Men in Suits,"Aerial photo of Mohawk Rubber Co. in Salem, as well as a picture of a group of men in suits, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,4 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006195,Portrait in a Case of a Man,"Portrait of a man in glasses in a foldable case, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006196,Portrait in a Case of a Baby,"Portrait of a baby in a foldable case, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006197,"Group Photo of Salem Firemen, 1957","Firemen group photo, 1957, The people that have been named in the photograph are as follows: Charlie Owen is in the top row furthest to the left, Harlow Garrett is in the top row second from the left, Grant Deasis is in the top row third from the left, ""Tootie"" Ballard is on the bottom row furthest to the left, Mars Stone is in the bottom row third from the left, Chuck Hoffman is in the bottom row seventh from the left, Jene Prohan is in the bottom row eighth from the left, someone whose only name given is Brown is in the bottom row ninth from the left, and Chief Hoffman is in the bottom row, eleventh from the left.",en,,1957,1957,1957,1957,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006198,"Fire at Carter Lumber Co., c. 1930s",Photographs of a fire being fought by fire fighters at Carter Lumber Co. in the 1930s.,en,,1930,1930,1930,1930,,Fire departments|| Virginia,Still Image,photographs,10 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006199,Portrait of a Man,"Portrait of a man, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006200,Car in a Ditch,"Photograph of a burned out car in a ditch with a group of onlookers and a man using a hose in and around the car, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006201,Putting out a Car Fire,"Photograph of the putting out of a car fire in a burned out car with a water hose, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,1 page,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006202,Collapsed Building,"Two copies of a collapsed building photograph, with one photograph having writing on the front and back. On the front the photograph has two objects being pointed to by arrows, which from left to right read ""Allen Block Bldg."" and ""Old Salem Theatre"", as well as 1937 being written on both the front and back of the photograph.",en,,1937,1937,1937,1937,,Fire departments|| Virginia,Still Image,photographs,3 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
sfdst006203,Fire Fighters Presenting at a Local School,"Fire fighters present at local school for Fire Prevention Month, undated",en,,,,,,,Fire departments|| Virginia,Still Image,photographs,2 pages,"Salem, Virginia, United States",Salem Fire & EMS Department,Salem (Va.). Fire Department,http://rightsstatements.org/vocab/InC-EDU/1.0/,TRUE
